,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
8,"(2, 'donovan', 18)",5.717652994254426,8.253025304311992,0.5425462724444201,0.19473414774756267,Split-NN,-0.03402982453669978,-0.35862513123458406,-0.008672025232492914,-0.3675289850867589,2.0,,
19,"(2, 'donovan', 18)",6.07627812548901,8.62055428939875,0.5765760969811199,0.2034061729800556,NN[4],,,,,2.0,,
21,"(3, 'elcajon', 20)",3.8284132276034213,9.825537237292489,0.24019412207223195,0.4350074182503444,Split-NN,-0.4302319173671529,-6.85739329995039,-0.3496487410716035,-7.897535952810751,1.0,,
18,"(3, 'elcajon', 20)",10.685806527553812,17.72307319010324,0.6704260394393848,0.7846561593219479,NN[4],,,,,1.0,20.0,"(3, 'elcajon')"
14,"(2, 'shafter', 12)",5.4566245002534055,9.521889679015473,0.4065136620897122,0.3022481405475619,Split-NN,-0.0014638417368562084,-0.019649117436206787,-0.06514718230885519,-2.0523675736096507,2.0,,
1,"(2, 'shafter', 12)",5.476273617689612,11.574257252625124,0.4079775038265684,0.3673953228564171,NN[4],,,,,2.0,,
15,"(2, 'shafter', 13)",5.512789767635748,8.449432729488318,0.4084292755850281,0.26663295147585586,Split-NN,0.029226344309988106,0.3944837000891237,-0.055066604518621554,-1.7450265165877727,2.0,,
15,"(2, 'shafter', 13)",5.118306067546624,10.194459246076091,0.37920293127504,0.3216995559944774,NN[4],,,,,2.0,,
0,"(1, 'donovan', 19)",2.24176080501183,4.981540334953307,0.5294577374376025,0.1306095881246752,Split-NN,-0.5654698507906099,-2.3942385922118516,-0.056619081499110074,-2.159491062375837,2.0,,
4,"(1, 'donovan', 19)",4.6359993972236815,7.141031397329144,1.0949275882282123,0.1872286696237853,NN[4],,,,,2.0,,
24,"(3, 'shafter', 21)",4.435111378770813,6.514425132469195,0.32401079226738183,0.28835678601518344,Split-NN,-0.09165651680703257,-1.254609014053794,-0.03424500968117161,-0.7736476564727992,2.0,,
10,"(3, 'shafter', 21)",5.689720392824607,7.288072788941994,0.4156673090744144,0.32260179569635505,NN[4],,,,,2.0,,
13,"(2, 'shafter', 11)",4.383099868171596,8.380669407669378,0.3233392676383941,0.26605090904399803,Split-NN,-0.036904823581934476,-0.5002718307563381,-0.014178645244004862,-0.44663083041365503,2.0,,
13,"(2, 'shafter', 11)",4.883371698927934,8.827300238083033,0.3602440912203286,0.2802295542880029,NN[4],,,,,2.0,,
1,"(1, 'donovan', 21)",2.4712943008269423,4.735241124908255,0.5836688223529584,0.12415193924171808,Split-NN,-0.04311791263079956,-0.18256423448914605,-0.0003567227078413726,-0.013605651644877703,2.0,,
16,"(1, 'donovan', 21)",2.6538585353160884,4.748846776553132,0.6267867349837579,0.12450866194955945,NN[4],,,,,2.0,,
