,Test,Model,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(3, 'donovan')",11,0.7750209618420546,0.025912638353996983,0.009294466905394993,1.4105462765900434,0.9932817017933396,1.1876278413185621,1.1876642103684198
1,"(2, 'shafter')",11,2.104488557301784,0.06669843862478095,0.10395809641532763,7.366716902927778,0.9861356404282068,2.7121780209118795,2.7141696525692307
2,"(4, 'elcajon')",11,0.5581645749165642,0.03142952374240721,0.009050408396276357,0.844352821490427,0.9971786989864828,0.9188421581524694,0.918886729412514
3,"(3, 'donovan')",12,0.8733721486330382,0.0292121221136713,-0.0059995032730067975,1.7677269656180212,0.9915787182369128,1.3295454003449818,1.3295589364966192
4,"(2, 'shafter')",12,2.5594562225228272,0.08093869237747338,-0.04201357795062554,10.08287159664187,0.9809637396215496,3.1750758189230144,3.1753537750370224
5,"(4, 'elcajon')",12,0.6917908440189707,0.038953845754407315,0.04531008694888482,1.3353367415958195,0.995538136657374,1.1546790626041956,1.1555677139812357
6,"(3, 'donovan')",13,0.8148187579970998,0.02738910141395316,0.007085003838608363,1.6347476620779666,0.9921270465942158,1.2785528791561862,1.278572509511278
7,"(2, 'shafter')",13,2.4672393317212578,0.07855572532590893,0.654130657287316,10.325137986098042,0.9805984177899176,3.1459896804177383,3.2132752739374886
8,"(4, 'elcajon')",13,0.6147455325071839,0.03465915131785457,-0.022671915409482518,1.1635942726014727,0.9960339493558922,1.0784619867446132,1.078700270047928
9,"(2, 'donovan')",15,1.9420541604197905,0.045232193182959006,0.2297067091454282,7.376928692286357,0.9746520249010888,2.70631918296049,2.7160502006197085
10,"(4, 'shafter')",15,0.6694425566040259,0.03390761576902203,0.019982758159801075,1.3451595404089929,0.9951430562618794,1.1596379735871534,1.1598101311891498
11,"(3, 'elcajon')",15,0.624905889587319,0.0277082181364307,-0.004543395281041829,0.9772005903425346,0.99685778600088,0.9885241261101596,0.9885345670954226
12,"(3, 'shafter')",17,0.6714859409657055,0.02944570830786985,0.0011178331342774732,1.2174901207868962,0.9968605073628868,1.103398781599826,1.1033993478278368
13,"(2, 'elcajon')",17,0.8106103628392874,0.021253078198518984,0.0005904020147381353,1.4838433484618978,0.9965081519836214,1.2181309452958489,1.2181310883734549
14,"(4, 'donovan')",17,4.020934310850442,0.1081680814136952,2.409632258064517,25.082742061818184,0.8348123865470186,4.390491366887433,5.008267371239098
15,"(2, 'donovan')",18,2.097435490630426,0.04923023362023538,-0.010632401365023518,8.376864195344549,0.9711982129092556,2.894261762070902,2.8942812916758025
16,"(4, 'shafter')",18,0.6977272921469788,0.0348249504377871,0.03607712867805082,1.3004484510945258,0.9953400659546924,1.1398012510437392,1.14037206695645
17,"(3, 'elcajon')",18,0.7417923931112442,0.03295447799552171,-0.038889256821153566,1.283465869329078,0.9958667420750952,1.1322338517430823,1.132901526757325
18,"(3, 'shafter')",19,0.6079298502925753,0.02657411574968556,-0.0006660004559616928,1.1320153438665546,0.9972555842340894,1.063961888560839,1.0639620970065402
19,"(2, 'elcajon')",19,0.9114182420453486,0.023874914725195758,0.06371431370719483,1.990885904426612,0.9953127359841883,1.4095482931263594,1.410987563526558
20,"(4, 'donovan')",19,3.29437033773862,0.08825247629912278,1.9475204111600597,17.571189418913367,0.8831930008949604,3.7119204823148237,4.191800259901868
21,"(2, 'donovan')",20,2.003630459770115,0.04698870259873363,0.3458770833333342,7.629226433726054,0.9737949182646614,2.740364113936482,2.7621054349401755
22,"(4, 'shafter')",20,0.6163719042284346,0.03072049021472865,0.013572133496599892,1.082137242593857,0.996133717894414,1.0401697168184656,1.0402582576427148
23,"(3, 'elcajon')",20,0.6677015869497761,0.02967790640512985,0.0036055897867816335,1.1295747373474003,0.9963624703130182,1.0628084197397432,1.0628145357245544
24,"(3, 'shafter')",21,0.6500152294830234,0.02850418404219088,0.0007362190752431912,1.1906355179805497,0.9969297562433038,1.0911622134045984,1.0911624617721
25,"(2, 'elcajon')",21,0.8924383905259231,0.02338422687112727,0.007676436031332239,1.811069208010071,0.9957338533767174,1.3457378200600325,1.3457597140686264
26,"(4, 'donovan')",21,3.8639662756598248,0.10394544809088042,2.5367756598240474,23.878454426920825,0.8427434731813804,4.176508551247691,4.886558546351494
