,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,11,"(3, 'donovan')",-0.7196388218960451,-0.7915249491390021,-0.05896622873804999,-0.02668561950284115,-0.015861908278400984,-8.156023555222301,0.0630204888895477,-1.6337853972794087,-1.6338089145419306,-0.02562107290671091,-4.427600741293832,0.021334897852333445,-1.2283456525268286,-1.2285615692067988
1,11,"(2, 'shafter')",-0.41497151686385303,-0.5899197068691504,-0.02970153756441224,-0.018837660360620928,0.07036295249867541,-2.763023233060216,0.03199021213974895,-0.6554212005770559,-0.6591582538610052,-0.03130674554123207,-5.8291820694472865,0.010358298844251879,-0.9179187264084354,-0.9184463431527319
2,11,"(4, 'elcajon')",-0.5399083464413325,-0.5169038891213737,-0.027956925824599348,-0.028698989868013523,0.008508131566761314,-3.276217450907235,0.03216198067206588,-1.0633074205734283,-1.0633389093402303,-0.03665713529389687,-2.4011491485069385,0.00807666350927927,-0.8821055896867555,-0.8826409473100406
3,12,"(3, 'donovan')",-0.7419464443803435,-0.8452195347182633,-0.06094539457934086,-0.028408977915503772,-0.0383438493164731,-12.304153050566264,0.09727813235030636,-2.202787822973388,-2.203037514483958,-0.01765217538143184,-5.291006262701709,0.025471837996177915,-1.3272567081215974,-1.327268726021168
4,12,"(2, 'shafter')",-0.43408572877916796,-0.5505069496110928,-0.03248781592014269,-0.01777699671219736,-0.056260263780858966,-4.007248505089619,0.04808757012114462,-0.841755477572943,-0.8404731130923471,0.056399644910382275,-5.877761422708826,0.01128955708634849,-0.8187879565351328,-0.8197223217789937
5,12,"(4, 'elcajon')",-0.6548357755243556,-0.6616219073641855,-0.033907572760962054,-0.03674244686718272,0.044496099607718734,-3.746995315669257,0.036777262377974074,-1.1107582545279133,-1.1116269118372366,-0.060092512506634874,-3.8357800444127865,0.012902059957412781,-1.11688583368132,-1.1184412539009503
6,13,"(3, 'donovan')",-0.7936099669724602,-0.8524512692973392,-0.06572312589565653,-0.028648447357479758,-0.041941807144231444,-17.226325408331327,0.12623160202078287,-2.7617007709351045,-2.7618474723179625,0.008819343654370355,-5.667824815407533,0.026972530541366946,-1.4237737979039549,-1.423754724094138
7,13,"(2, 'shafter')",-0.46778091364944263,-0.5864073009497464,-0.0351439672863955,-0.017805411248077815,0.07054396330475382,-4.048916949245115,0.04623809740903018,-0.8793333247151189,-0.8818801510232468,-0.10774027642114192,-6.354994408823705,0.011561953997936802,-0.8664516057934311,-0.8708565058808055
8,13,"(4, 'elcajon')",-0.5599089215158046,-0.6042602505387932,-0.028838263546940406,-0.034209554798465096,0.0024110677083332846,-4.226469703770654,0.04044458971252174,-1.2484785550395043,-1.2484787293144237,-0.01733610362787354,-3.7213660737203673,0.012671298570207767,-1.131726212353932,-1.1314943698699773
9,15,"(2, 'donovan')",-0.6756241010427835,-0.6822861343591251,-0.0630793572254281,-0.015811388812926958,-0.028102657742450327,-8.424569690697663,0.06225268317540855,-1.303177995948615,-1.3033492503569675,0.05533843535077326,-7.340292331535778,0.02389293078911836,-1.1260191018097894,-1.1202528405674883
10,15,"(4, 'shafter')",-0.6072309813971165,-0.6686569782796954,-0.04837207191275015,-0.03415311995901733,-0.0029609074265070714,-4.003928967307228,0.05704221620262584,-1.1869004188211698,-1.1867544701673869,-0.010632938178076395,-4.120315635569622,0.014571396273644455,-1.1779971252074304,-1.1780254438628288
