,Benchmark,Board,Calibration,Model,NO2 CvMAE,NO2 MAE,O3 CvMAE,O3 MAE,NO2 MAE Improvement,NO2 CvMAE Improvement,O3 MAE Improvement,O3 CvMAE Improvement
9,Level 1,,Split-NN,"(3, 'donovan', 11)",0.4598064878974082,5.531840999321414,0.3475725035392301,10.351831151343779,-0.44233397637362337,-0.036766789244123244,-2.0110238434737635,-0.0675220240491004
21,Level 1,,Split-NN,"(4, 'elcajon', 11)",0.2952613152810881,5.706475275356588,0.4095906470029604,7.323280775087444,-0.07924557482088979,-0.00410028108819932,-0.29767350363754375,-0.016648860899244167
9,Level 2,,Split-NN,"(3, 'donovan', 11)",0.34603974630288303,4.163135811211459,0.208275497538064,6.203116649107447,0.3053994267371003,0.02538479284402667,1.267763637354899,0.04256636095481933
4,Level 1,,Split-NN,"(2, 'elcajon', 19)",0.37678367736463136,4.237919935963896,0.2994758905493433,11.547732221477402,0.08343703361998056,0.007418194026967195,-2.1352099225410335,-0.05537397999872917
16,Level 1,,Split-NN,"(3, 'shafter', 19)",0.3569520838302028,5.004994421258885,0.4329465259656386,9.836551649673735,-0.3184697252102522,-0.022712998753361024,0.16498816795544435,0.007261798309584899
2,Level 2,,Split-NN,"(2, 'donovan', 20)",0.5452765634274493,5.746426312231469,0.1891016400197232,8.014314069830139,0.2547368582666154,0.02417189938697495,0.03454416771775293,0.0008150864455305495
2,Level 1,,Split-NN,"(2, 'donovan', 20)",0.545118918244766,5.744764960017698,0.21137787152735527,8.958402738631685,0.572356471974639,0.0543107234194391,-0.05800058345927006,-0.0013685519881904695
26,Level 1,,Split-NN,"(4, 'shafter', 20)",0.36879160432399255,4.5775162580262565,0.3218434851300618,6.420063140450458,2.6374551363047134,0.212488881791491,5.5607977911877216,0.27876774761654965
8,Level 2,,Split-NN,"(2, 'shafter', 13)",0.4081453028014145,5.508956834128349,0.3348769136088133,10.612118079529457,0.6628764698983787,0.049110916217482925,0.14740328498610467,0.0046514707772774
25,Level 2,,Split-NN,"(4, 'shafter', 18)",0.33643830791632784,4.168562483407461,0.27778868283268404,5.570789065554299,1.1211247105073037,0.09048426215694827,2.451365045105284,0.12223788389914969
1,Level 1,,Split-NN,"(2, 'donovan', 18)",0.5835427247093768,6.122028331475697,0.17048086588739275,7.24919260473087,0.2143948964936513,0.020435805796660378,2.974035843544992,0.06994105874036383
13,Level 1,,Split-NN,"(3, 'elcajon', 18)",0.28583002041987504,4.5622322869216285,0.26764223252088865,6.033600261522102,1.8266114010216334,0.11443967365490665,6.74756183954173,0.2993125889238342
13,Level 1,,Split-NN,"(3, 'elcajon', 18)",0.4132670762167545,6.596299421132032,0.4246096436023331,9.572199546212843,-0.20745573318876964,-0.012997382141972824,3.208962554850988,0.14234517784238976
25,Level 1,,Split-NN,"(4, 'shafter', 18)",0.693518944462523,8.592889053935567,0.3608999205457876,7.2375062606378355,-1.7246850839449461,-0.13919669757634512,6.073572409780005,0.30286009036564426
6,Level 1,,Split-NN,"(2, 'shafter', 11)",0.3586843863818385,4.862228760979494,0.2698040243218661,8.498893466762835,0.7383845182011521,0.0544702873608679,2.572867437351592,0.08167769032037886
21,Level 1,,Split-NN,"(4, 'elcajon', 11)",0.1760117051093047,3.4017542813673693,0.23894937617247802,4.272298172693377,2.2254754191683292,0.1151493290835841,2.7533090987565227,0.1539924099312382
8,Level 1,,Split-NN,"(2, 'shafter', 13)",0.3879955201350843,5.236984371958691,0.33708887031934903,10.682214120328592,0.829412322256184,0.061449155186208027,1.6822075431143482,0.053083886351985965
