,Test,Model,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(4, 'elcajon')",11,2.4205221153838905,0.12514901055209374,0.06535995927773941,11.497000485158939,0.8862937945134258,3.3900927059052663,3.3907227083851814
1,"(3, 'donovan')",11,2.946239019336692,0.2484500394387014,0.4801852254780158,32.612011862093546,0.7315591858964243,5.69046869902413,5.710692765513966
2,"(2, 'shafter')",11,3.652874704535477,0.2720926237395011,0.08210468398067966,33.486346339603216,0.6033841535647921,5.786156358947098,5.786738834577142
3,"(4, 'elcajon')",12,3.052273943299163,0.1578126725263342,-0.4413474682419472,17.169064768138313,0.8301966491992152,4.11998509910674,4.143557018811049
4,"(3, 'donovan')",12,2.8742675674595097,0.2423136787109997,0.6082256764368594,31.02259222500734,0.745537254568363,5.536483880412598,5.569792835017057
5,"(2, 'shafter')",12,3.5850212333218168,0.26670585867831803,0.86985356091828,28.90596501916216,0.6701062043130033,5.305593252295447,5.3764267891567314
6,"(4, 'elcajon')",13,2.6725134779143835,0.13813913698776276,0.044319751678468224,13.730290031076178,0.8644940173417308,3.705175540868823,3.705440598778528
7,"(3, 'donovan')",13,3.3365719396124303,0.28419413041212,0.2975254974128657,35.337954885935346,0.7126259872338283,5.937123332230775,5.944573566365828
8,"(2, 'shafter')",13,3.8179379723845863,0.2815398604665608,-0.16356521984867384,31.039710624463247,0.6413110316676274,5.56892781953916,5.571329340872182
9,"(4, 'shafter')",15,2.823998545395292,0.22751014971702,-0.12336326398180494,16.045506219998625,0.774169071903857,4.003784176411563,4.005684238678659
10,"(2, 'donovan')",15,4.632016064642906,0.43607495479130337,0.8498226875427185,62.724409660119456,0.5244517283485097,7.874148276305783,7.919874346232991
11,"(3, 'elcajon')",15,2.3208406962630117,0.14629889797401782,0.1056891371369351,10.538000793579494,0.8964324755913959,3.2445077636918165,3.2462287032153934
12,"(3, 'shafter')",17,2.9069098867821186,0.2123692678988624,0.4274018659453612,24.071991686006132,0.7169225706044876,4.887670133794232,4.906321604420784
13,"(2, 'elcajon')",17,2.586405894302875,0.22974131365431436,-0.3238545653424416,12.234591903416845,0.8107265334573299,3.482773338128184,3.49779815075382
14,"(4, 'donovan')",17,4.381286060229993,0.5751755713333696,-1.1345670618870654,35.62674180728497,0.4655806442827018,5.859991421851809,5.968814103930946
15,"(4, 'shafter')",18,2.5177036157122785,0.20399059944699466,0.056794732886937635,12.997470241144766,0.8140697689159847,3.6047530542307,3.6052004439621337
16,"(2, 'donovan')",18,4.730047732793249,0.4550249800198448,1.7439473100260392,72.01973362476956,0.44492893873158595,8.305322479716814,8.486444109564946
17,"(3, 'elcajon')",18,2.5411840192228006,0.15933985059138905,-0.20807749095727102,11.69574107676968,0.8866696027012838,3.4135677563275153,3.4199036648376047
18,"(3, 'shafter')",19,3.031248073225168,0.21784512195466546,-0.1247529304471907,26.347237909006516,0.6957051495629339,5.131439819234257,5.13295605952423
19,"(2, 'elcajon')",19,2.6550096245419126,0.2358878676400689,-0.5741420699704257,13.815562121209608,0.7859722819290773,3.6723184753083564,3.7169291251259557
20,"(4, 'donovan')",19,3.99096326112047,0.5276346303286819,-1.4014758152583622,32.82352249762097,0.5150545585173001,5.555122679415836,5.729181660378816
21,"(4, 'shafter')",20,2.5074072213211247,0.2032627693692504,-0.08095741789287499,13.745991400282849,0.8032904389325779,3.70667468821565,3.707558684671471
22,"(2, 'donovan')",20,4.5195622778527955,0.43527134729711264,0.4425529251793949,62.40895454520078,0.5200939060682072,7.8875282030980545,7.899933831697629
23,"(3, 'elcajon')",20,2.2560120244045656,0.14140898149647013,0.26218764924476995,10.655888028203831,0.8967744050040185,3.2537894297797685,3.264335771363576
24,"(3, 'shafter')",21,2.551966997506772,0.18643830874389689,0.16297528738201225,20.39604384596757,0.7601503133988251,4.513256352267941,4.516197941406862
25,"(2, 'elcajon')",21,2.4195305303222696,0.21544618137051014,0.4021461142594581,11.608368407830355,0.8199599895915329,3.3832893667528032,3.407105576267098
26,"(4, 'donovan')",21,4.793123231605351,0.6292415869017997,-1.690378457657403,41.96603772421204,0.3704879619950184,6.253691586343224,6.4781199220307775
