,Test,Model,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(3, 'donovan')",11,-0.3290309083145315,-0.011377127917164763,-0.006214001982712436,-3.659278403102,0.01804474251748278,-0.5170377354595894,-0.5137455599245788
1,"(4, 'elcajon')",11,-0.18749338631488088,-0.009869048535710287,-0.07656623227578406,-1.9151509324441809,0.006531542894506748,-0.3584839641273838,-0.3610832197588669
2,"(2, 'shafter')",11,-0.30168493647742656,-0.009727300249090326,0.034417811309242465,-3.733712177680694,0.006059164413433571,-0.4306676399537253,-0.4289471129038081
3,"(3, 'donovan')",12,-0.3742856351356441,-0.01276022561917982,0.004914549521711109,-5.149380397986748,0.02523837049782629,-0.6434615804251682,-0.6418695545346407
4,"(4, 'elcajon')",12,-0.3340136701298779,-0.017981579309006457,-0.08884570874211023,-3.705600023020183,0.012574021068174623,-0.5927804894553019,-0.5944353440856861
5,"(2, 'shafter')",12,-0.3895550163524857,-0.012717169838258949,0.016341048896333782,-5.17417798896804,0.010034592934686448,-0.588621997212881,-0.5877754681682505
6,"(3, 'donovan')",13,-0.5354563927652385,-0.01798910585796394,-0.0005085001609572705,-7.11285740283185,0.03345535093059604,-0.9427425391506944,-0.941393921337044
7,"(4, 'elcajon')",13,-0.4745049214956682,-0.026987786207809297,0.024949995119756152,-5.714827283272703,0.019448429619805085,-0.9836162487700891,-0.9821217031771604
8,"(2, 'shafter')",13,-0.5283069398500637,-0.015919642733964526,-0.08560307516835891,-8.451681976532694,0.015344781396526397,-0.9676883162364668,-0.9664041448806882
9,"(4, 'shafter')",15,-0.237789841509481,-0.012577071187479222,-0.000412446438137537,-2.4162349693702487,0.007955855068771167,-0.3443620691590588,-0.34173242932206804
10,"(2, 'donovan')",15,-0.7613863441864408,-0.017621765023361474,-0.117405533201137,-11.639677749585273,0.03728721542979141,-1.1874550664701244,-1.19270711763696
11,"(3, 'elcajon')",15,-0.30274372607147737,-0.013776588095735662,0.05875067114416676,-3.1275158677127926,0.010439330042509852,-0.531660465254582,-0.5242976312994565
12,"(4, 'donovan')",17,-4.300070592910636,-0.12123221821649667,-0.5528229302701373,-77.1469746240571,0.4227000082629875,-4.602544015120633,-4.620550833063836
13,"(2, 'elcajon')",17,-0.5173219578490573,-0.012573251511219671,-0.15217361538486013,-5.69678469121175,0.013495212864315877,-0.8393590034998599,-0.8439769827098784
14,"(3, 'shafter')",17,-0.3341516036582877,-0.015649120827899283,0.02010023462058283,-3.9422916341595786,0.010812295921114656,-0.5879944255526883,-0.5882980321605991
15,"(4, 'shafter')",18,-0.2152092938295791,-0.010642718504029466,-0.033065815590023674,-2.232947610214008,0.007586213808477127,-0.3875138757197463,-0.386828023270192
16,"(2, 'donovan')",18,-0.7470780039395595,-0.017696206185368504,0.004115542406843975,-11.416934610622828,0.042227994739110215,-1.218582692223153,-1.216888423294292
17,"(3, 'elcajon')",18,-0.3521911662889765,-0.015493913077346197,0.07939590912431682,-3.92213897930638,0.01283900941880245,-0.6412855423393067,-0.6448639383456722
18,"(4, 'donovan')",19,-2.0337172547008797,-0.0631058895888547,-1.802551823046604,-32.19209746657061,0.14180362054320428,-1.4312528454885909,-2.1135770048971363
19,"(2, 'elcajon')",19,-0.6654665084068867,-0.016558499978956115,0.002646946419924523,-8.932011506057307,0.02096584894733466,-1.0301939847036214,-1.0270215147240385
20,"(3, 'shafter')",19,-0.30901731312768765,-0.014272097880103488,0.015065364774530103,-4.4867523962247535,0.011373463762570646,-0.6093915958661582,-0.6095774966460246
21,"(4, 'shafter')",20,-0.21439976316050013,-0.01130118668203968,0.00904601029894342,-2.336692004321152,0.008433311952673384,-0.4011946467573195,-0.3982502324209576
22,"(2, 'donovan')",20,-0.6861790439606397,-0.016609718789096853,-0.07635256235569837,-9.727864026820805,0.037052365137321575,-1.0041017300509596,-0.9923315176697836
23,"(3, 'elcajon')",20,-0.2831530976297805,-0.012201961046542751,0.018334700694007444,-2.983460033230401,0.009805098648916656,-0.5105073453378637,-0.5012881187767055
24,"(4, 'donovan')",21,-2.2052203752826864,-0.06377150929078396,-1.2100782363467637,-48.413544081972894,0.2479127640309137,-2.7084550520488166,-2.93498795948138
25,"(2, 'elcajon')",21,-0.6198984713240461,-0.015430108698187568,-0.007093374729601144,-6.9869551001437715,0.016406319627832674,-1.0041949172797988,-0.9959310317599326
26,"(3, 'shafter')",21,-0.2794280389300803,-0.013313702401615876,0.005595145456362971,-3.5246014820462666,0.009804316554744008,-0.4911667364668495,-0.4910172999251863
