,Test,Model,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(3, 'donovan')",11,-0.26908808780488824,-0.02011337272072411,-0.05207351499449146,-4.944948280665472,0.03387103078081022,-0.6236480364093167,-0.6248839414040357
1,"(4, 'elcajon')",11,-0.15487058550490485,-0.008076656208759705,0.007232269019990717,-1.6473982745425495,0.015840297608537224,-0.307111681162489,-0.3059419209929408
2,"(2, 'shafter')",11,-0.17093073685309634,-0.011182267456917694,-0.0051928666727660685,-0.4352444505725561,0.003905141701196713,-0.06944141055626174,-0.06958435591971668
3,"(3, 'donovan')",12,-0.3135057328492157,-0.02393569427892278,-0.09162249028992901,-7.308272743852459,0.05465958642858193,-0.8545858730950564,-0.8578516521004631
4,"(4, 'elcajon')",12,-0.2813914840175509,-0.014632976669072553,0.008837295662099648,-2.6065886899938904,0.025169781903013333,-0.4221559946208204,-0.4216026040265026
5,"(2, 'shafter')",12,-0.26700115596114715,-0.02011743169972155,-0.035727093610402334,-2.708439876515857,0.034898508057843565,-0.3916983074245177,-0.3921132252690409
6,"(3, 'donovan')",13,-0.4301569587548901,-0.033885286540929926,-0.039510186890444735,-16.65584781143903,0.11541438267729308,-1.8584669419277529,-1.8583789945585096
7,"(4, 'elcajon')",13,-0.3812552135646472,-0.01953445758890708,-0.003723930564826783,-5.297252711223045,0.049660657188614565,-0.9239697392170574,-0.923089280968588
8,"(2, 'shafter')",13,-0.3110263918892777,-0.023706616556660537,0.013599460542196296,-4.0382284927142695,0.04573874241837594,-0.6275601743593578,-0.6235280687231977
9,"(4, 'shafter')",15,-0.18233963574550494,-0.013760064139353323,-0.01010912635192278,-2.1295293098498314,0.03131841484740383,-0.35418942084770894,-0.35371033598544965
10,"(2, 'donovan')",15,-0.5437256776821884,-0.050535227721565566,-0.07216290147101756,-8.923014420238518,0.0652034256191143,-1.0480156798633788,-1.049764922980684
11,"(3, 'elcajon')",15,-0.18807446306751774,-0.011198575719818528,-0.0028878862967336998,-1.3310403752674604,0.012313835119839632,-0.29956383231396844,-0.29801528187808657
12,"(4, 'donovan')",17,-3.055984185995316,-0.3643303554002487,0.5165044193868988,-125.28032902483842,1.8466348489569075,-7.8777054167742895,-7.88680887172255
13,"(2, 'elcajon')",17,-0.28740168982176084,-0.02566644894869627,0.03532555761202416,-2.5782935641655857,0.03632370364767323,-0.5608049252003187,-0.5588972570679385
14,"(3, 'shafter')",17,-0.2192269856709208,-0.016014171520869896,0.035389305871510464,-1.8968900305430711,0.030381509607974144,-0.3147535756525226,-0.3166981016033188
15,"(4, 'shafter')",18,-0.17562896838793995,-0.013616505011730062,0.01926784415753172,-2.1273682635387106,0.028140365392233743,-0.37601114481389786,-0.3737926717910134
16,"(2, 'donovan')",18,-0.6672463187412325,-0.061738487969091975,-0.1186222930519869,-13.771741366476492,0.09669711454807316,-1.5343868976898891,-1.5370994507176343
17,"(3, 'elcajon')",18,-0.2804451591369703,-0.01748501147780035,0.01741486580882004,-2.4323431410595724,0.02365973645996955,-0.4812636310752434,-0.4812448122402269
18,"(4, 'donovan')",19,-1.2599005128293952,-0.12435356522027767,0.4871138416041234,-14.717266333198145,0.2439882508838893,-1.585993353632254,-1.6341005840725762
19,"(2, 'elcajon')",19,-0.31110174581168404,-0.02775169301021088,-0.0067417017640582924,-2.837025232433162,0.039117034351761726,-0.5763741588048941,-0.5761156830793865
20,"(3, 'shafter')",19,-0.2424355129374587,-0.016235364081283562,0.02183713293948209,3.1912284516873584,-0.02825683424997205,0.4417316850459368,0.44159227617666463
21,"(4, 'shafter')",20,-0.2010281726847152,-0.015347659562708752,0.023006778471219392,-1.9608391810776256,0.025614311186833327,-0.3496641981098785,-0.3483932645015333
22,"(2, 'donovan')",20,-0.5113443974120062,-0.04538279578169965,0.02263049837701392,-8.593710230944,0.0600333173382247,-0.9965748791275871,-0.989016853725578
23,"(3, 'elcajon')",20,-0.19733962159092955,-0.01247099481429874,0.01086432498682266,-1.724147235196824,0.01686670801255785,-0.3779936969740492,-0.3716402757737747
24,"(4, 'donovan')",21,-0.9122251210042456,-0.09120596546607174,0.2574812253563611,-2.860620909813065,0.03495893987405885,-0.22434906018653236,-0.2490703549202049
25,"(2, 'elcajon')",21,-0.3122203665487093,-0.02590386151847897,-0.009387191280817084,-2.5387120628163284,0.03460257058079175,-0.5549575356404937,-0.5550362486052691
26,"(3, 'shafter')",21,-0.16175576642003664,-0.011815617711208063,0.05057202105261846,2.5499640713037484,-0.023104964896447644,0.4127227610792992,0.4092392788365156
