,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",3.541377372339718,4.143177747853037,0.3333982343735765,0.09649834700887873,-0.39341937892068213,31.09460147579776,0.7642547124854144,5.562357660887384,5.57625335469953,0.22850203181224613,33.99574973153849,0.8831866954922699,5.826108180095716,5.8305874259407595
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",3.4397444297490254,4.038756196711232,0.3308993331227206,0.09479619849452692,0.19741572871146743,30.24006413600713,0.7669335382403382,5.495551955224833,5.499096665453984,-0.23134435597493364,31.660187185348974,0.8911442337727868,5.621980700012276,5.626738592235201
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",3.7613184025632243,4.47127014708302,0.36224617076743426,0.10485924794933771,-0.13520850885761598,34.8734667864092,0.7318335269467713,5.903828054757415,5.9053760918682565,0.20320536169112877,38.32002057399092,0.868377314533204,6.186980539758562,6.190316678005328
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",1.8863121501190339,3.271128696304973,0.1675544555032989,0.08576445252498267,-0.02648161862192509,7.074643973060095,0.8905527540348667,2.6596884580595823,2.6598202896173446,-0.27737476263414534,19.790828150432866,0.9534273182602386,4.440032816379682,4.448688362925961
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",2.0759293239536243,3.968304114676772,0.18443870676491403,0.10395109289115737,-0.2284735366542181,8.413974459297858,0.8696525166597509,2.8916732703764865,2.9006851706619003,0.020091441203334025,29.40379226508612,0.9307728599081964,5.422489153385844,5.4225263729267486
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",1.9812216677010637,3.6740399284433494,0.17641713440080214,0.09626948384601557,0.18820552610580665,7.945027948549227,0.8767765749416188,2.8124022859942825,2.818692595610459,-0.27738666074772195,24.18902538701218,0.9430204386895383,4.9104054967832385,4.918233970340592
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",2.8970691494818737,4.207232636473305,0.21579473970419955,0.13334158877241628,-0.16853309766855454,18.120948158932585,0.7853735633211297,4.2535332149722835,4.256870700283553,-0.789375320469014,33.22036380745077,0.9374783808036343,5.7094001841331865,5.763710940657136
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",3.0151641471222703,4.410962589838473,0.22431162622967266,0.13948960759937173,-0.017933550548711305,19.76130644905247,0.7744710343387524,4.4453329308460034,4.445369101554164,0.3627106072372962,35.28140218622569,0.933389416685867,5.928730284155537,5.939814995959528
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",2.932617061239711,4.416748097680203,0.21625511053224494,0.14062715600153844,0.24411680144866835,18.766452222584213,0.7831384619393856,4.325142681171537,4.332026341400086,0.2504722758317204,36.04288955475087,0.9322731487243122,5.998345859037094,6.00357306566272
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",2.6326689632821565,3.3236063710143453,0.2220073468118538,0.11112397491603149,0.5854155377071643,26.696854602495982,0.7802489029562509,5.133628657170019,5.166899902504014,-0.5160292655896279,21.41810102844307,0.8979876150697325,4.599110222573233,4.62796942820964
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",2.5713307947981896,3.704050960534919,0.2167747467648401,0.12389127492073357,-0.017038974143538874,24.477180344653977,0.7992259813187006,4.947412456390021,4.947441798005711,-0.14971983989053017,26.36795977062499,0.8743855679835986,5.132791031407521,5.134974174289973
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",2.7881094353369003,3.836555655010043,0.23747857106340012,0.12896096326211426,0.34501169998286774,28.136570282982124,0.7711888213735838,5.293159472909633,5.3043916034717995,-0.5754558474904623,29.0439081195982,0.860124384544575,5.358428749201297,5.389240031729725
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",1.815217298863377,2.684914088575954,0.11442590214601706,0.11904862233410483,0.13592661976022855,7.321257448527964,0.9280466452456455,2.702365895588288,2.7057822248894983,-0.3696432358355288,13.648144092518423,0.9561140365106755,3.6758003176958853,3.694339466334736
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",1.995497602940261,2.434624617729787,0.12512367758601842,0.10815935042933182,0.1686047946600626,7.380599831030435,0.9284828292911782,2.7114889397803843,2.7167259396248338,0.07401922420035505,12.434434421257423,0.9599562981443077,3.525472386840835,3.5262493419010266
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",1.9150255465582544,2.6177847660786346,0.12003562443333923,0.11635492979935101,0.5619116663758418,6.877092759837676,0.9333803067282737,2.5615128419220397,2.622421163703053,0.02942544215404746,13.656447769665986,0.9560226229053849,3.695345983871768,3.695463133311708
