,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",2.7611312507462444,3.367430476270222,0.20171916059728925,0.14766709100220518,0.3218558964086728,22.140599752705672,0.7396350021625193,4.694359225121509,4.705379873368958,0.2929169332503641,23.066474654917187,0.9405194127600286,4.793816259170716,4.802756984786674
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",2.840490128752758,3.471119885213792,0.20413602039861917,0.15173122617077242,0.29621776448429205,24.354052020499385,0.7187252552731123,4.92608435380385,4.93498247418361,-0.12174612663667086,26.926406509740975,0.9347206246407896,5.187637649634853,5.18906605370764
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",2.435689972602116,3.461876479276954,0.17794349204361218,0.15180869589028498,0.10753157709491118,19.098222333651204,0.7754121987597395,4.3688281362178385,4.370151294137447,-0.09544369252572409,24.646840935683183,0.9364441860146979,4.963640979420561,4.964558483458845
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",3.4983087556103456,5.84341460518823,0.45925824279619937,0.15719504420709898,-0.3397082875201429,26.09371493318239,0.6085809250170976,5.096892506204278,5.1082007530227695,-1.3748600958379482,63.58325790303166,0.5812592338317151,7.854490289755605,7.973911079453524
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",3.097429158133058,4.3668657462502365,0.40950286482015386,0.11698342209969753,-0.039189339567710174,22.634928123846457,0.6655841793718671,4.7574564967127895,4.757617904355756,0.6978437000784407,34.165062471392595,0.7728828523569368,5.8032815368869475,5.845088747948366
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",2.8716947920292704,4.407918816088232,0.3769963134098099,0.11857844085563957,0.6364132121554917,19.65508058865434,0.7051637345458193,4.387488891178406,4.433405078340388,-0.7145924505250544,36.94518120283249,0.7566898269558068,6.036102955642282,6.078254782652047
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",1.8511350050757691,1.8053321262830389,0.09570981104084456,0.10165591202993313,0.4049445393675375,7.495797872553578,0.925865991370303,2.7077329611803047,2.7378454800360044,-0.06436427958354146,7.119398345479948,0.9762114068236543,2.667443643045472,2.668220070661329
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",2.3554857503560607,2.4620646930466727,0.12178641506849625,0.13863567163326354,-0.10519475096844211,11.184763564084482,0.8893818413091111,3.34270812897322,3.344362953401512,-0.45162087362917264,12.984916896725519,0.9566124986276439,3.575046221418041,3.603459018321912
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",2.1495362077578744,2.3728625007844686,0.11110704552754877,0.13378120884545125,0.03965249396633123,9.540376738995393,0.9058448057527058,3.0884954959281408,3.088750028570683,-0.029834945050978782,12.572918619428405,0.9571458598903073,3.5457056446932684,3.5458311605924506
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",2.544093149895268,3.2510903791448955,0.20496009616240735,0.1646694287940438,-0.17116856405410755,14.104697510115825,0.8014847967055858,3.75171945102114,3.7556221202506284,-0.14086324520142685,21.539484349490397,0.9222277651899963,4.6389268076461505,4.641065001644601
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",2.1891964042362546,2.395038493329278,0.17737412935359312,0.11954111264607716,-0.11114943922012303,9.939482746511494,0.8578146139496992,3.150734606480355,3.152694521597596,0.47950967832925095,11.221296125864328,0.9597904093734867,3.315322997111368,3.3498203124741375
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",2.2197332622787616,2.4988324949564014,0.1799425024843373,0.12454389741474002,-0.03876654224124406,10.667619218985305,0.8473429356170107,3.26590207727546,3.266132149651221,-0.12220457509919787,12.417998551767251,0.955632720418338,3.5217984918546628,3.5239180682540354
