,Model,Testing Location,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(2, 'donovan', 15)","(3, 'elcajon')",2.4697571714133457,0.2319181298451201,-0.16910456005942662,21.593617060549487,0.8386043399271139,4.6438152965634165,4.646893269760937
1,"(2, 'donovan', 15)","(4, 'shafter')",2.4697571714133457,0.2319181298451201,-0.16910456005942662,21.593617060549487,0.8386043399271139,4.6438152965634165,4.646893269760937
2,"(2, 'donovan', 18)","(3, 'elcajon')",2.480657869114958,0.236452654845223,0.0017247505742929027,21.820338317132627,0.8393078212610225,4.6712241682231594,4.671224498686893
3,"(2, 'donovan', 18)","(4, 'shafter')",2.480657869114958,0.236452654845223,0.0017247505742929027,21.820338317132627,0.8393078212610225,4.6712241682231594,4.671224498686893
4,"(2, 'donovan', 20)","(3, 'elcajon')",2.255198897165871,0.21399510542308794,0.08732077711301063,16.456842898002794,0.8777034699648442,4.055763544113103,4.056703452065826
5,"(2, 'donovan', 20)","(4, 'shafter')",2.255198897165871,0.21399510542308794,0.08732077711301063,16.456842898002794,0.8777034699648442,4.055763544113103,4.056703452065826
6,"(2, 'elcajon', 17)","(3, 'shafter')",1.3134880821844064,0.11677821536991664,-0.08167282865910669,4.60464121724604,0.9312181022524784,2.144287924728702,2.1458427755187564
7,"(2, 'elcajon', 17)","(4, 'donovan')",1.3134880821844064,0.11677821536991664,-0.08167282865910669,4.60464121724604,0.9312181022524784,2.144287924728702,2.1458427755187564
8,"(2, 'elcajon', 19)","(3, 'shafter')",1.4464080811080748,0.12859680314981373,0.13166437484497764,5.140193757886057,0.9236539454140964,2.2633732015055754,2.267199540818156
9,"(2, 'elcajon', 19)","(4, 'donovan')",1.4464080811080748,0.12859680314981373,0.13166437484497764,5.140193757886057,0.9236539454140964,2.2633732015055754,2.267199540818156
10,"(2, 'elcajon', 21)","(3, 'shafter')",1.4416659900287068,0.12677676159957238,0.04338921616545194,4.96684676959965,0.9265703051060066,2.2282199498459043,2.228642360182461
11,"(2, 'elcajon', 21)","(4, 'donovan')",1.4416659900287068,0.12677676159957238,0.04338921616545194,4.96684676959965,0.9265703051060066,2.2282199498459043,2.228642360182461
12,"(2, 'shafter', 11)","(3, 'donovan')",2.167091605341965,0.15986535412182654,-0.2035420637579744,11.160616069978648,0.8692075098061646,3.3345444518924987,3.340750824287655
13,"(2, 'shafter', 11)","(4, 'elcajon')",2.167091605341965,0.15986535412182654,-0.2035420637579744,11.160616069978648,0.8692075098061646,3.3345444518924987,3.340750824287655
14,"(2, 'shafter', 12)","(3, 'donovan')",2.341976169903692,0.1744751373876238,-0.2452174588196326,13.91433405158559,0.8370346487237936,3.7221233724758185,3.730192227162776
15,"(2, 'shafter', 12)","(4, 'elcajon')",2.341976169903692,0.1744751373876238,-0.2452174588196326,13.91433405158559,0.8370346487237936,3.7221233724758185,3.730192227162776
16,"(2, 'shafter', 13)","(3, 'donovan')",2.146053452903236,0.15899591569440924,0.11379695135175807,12.441546120397597,0.8571423079707825,3.525421430101777,3.5272575920107667
17,"(2, 'shafter', 13)","(4, 'elcajon')",2.146053452903236,0.15899591569440924,0.11379695135175807,12.441546120397597,0.8571423079707825,3.525421430101777,3.5272575920107667
18,"(3, 'donovan', 11)","(2, 'shafter')",1.998611789188124,0.1661245627937745,0.2957726879294657,17.85028614530005,0.8597599740007004,4.214594256823817,4.224959898661767
19,"(3, 'donovan', 11)","(4, 'elcajon')",1.998611789188124,0.1661245627937745,0.2957726879294657,17.85028614530005,0.8597599740007004,4.214594256823817,4.224959898661767
20,"(3, 'donovan', 12)","(2, 'shafter')",1.9209407667395482,0.15983735701256366,0.1524126397412234,15.248483766480886,0.8785913869348335,3.9019551821908833,3.9049306993186046
21,"(3, 'donovan', 12)","(4, 'elcajon')",1.9209407667395482,0.15983735701256366,0.1524126397412234,15.248483766480886,0.8785913869348335,3.9019551821908833,3.9049306993186046
22,"(3, 'donovan', 13)","(2, 'shafter')",2.1058606435209564,0.17679783298225293,-0.20825919523931774,31.314430627314643,0.7667765706951517,5.592053163067457,5.59592982687548
23,"(3, 'donovan', 13)","(4, 'elcajon')",2.1058606435209564,0.17679783298225293,-0.20825919523931774,31.314430627314643,0.7667765706951517,5.592053163067457,5.59592982687548
24,"(3, 'elcajon', 15)","(2, 'donovan')",1.4049642238895583,0.08802023209548404,0.0061577116206254275,4.042570577615968,0.9608164397784033,2.010605048505248,2.0106144776202046
25,"(3, 'elcajon', 15)","(4, 'shafter')",1.4049642238895583,0.08802023209548404,0.0061577116206254275,4.042570577615968,0.9608164397784033,2.010605048505248,2.0106144776202046
26,"(3, 'elcajon', 18)","(2, 'donovan')",1.5354499416386194,0.09619801460578316,0.10638925756809982,5.157444851575729,0.9499639449302354,2.268507479905296,2.271000847990975
