,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,"(2, 'donovan', 15)","(3, 'elcajon')",-5.223280495709538,-11.90330529940006,-0.2500464280173058,-0.5955472571569302
1,"(2, 'donovan', 15)","(4, 'shafter')",-5.360276047519009,-23.236726652561554,-0.3953134592322581,-1.2674634073111921
2,"(2, 'donovan', 18)","(3, 'elcajon')",-8.788975825036657,-15.468070903174281,-0.4696051314183026,-0.7483419606989987
3,"(2, 'donovan', 18)","(4, 'shafter')",-17.151468062154535,-33.004632613607185,-1.3480262285605304,-1.7244171986620305
4,"(2, 'donovan', 20)","(3, 'elcajon')",-6.99954953509971,-16.161394901378635,-0.3666465449242937,-0.7753531171506715
5,"(2, 'donovan', 20)","(4, 'shafter')",-8.582825156700212,-22.38194628301538,-0.6591797897002154,-1.1988155251567432
6,"(2, 'elcajon', 17)","(3, 'shafter')",-4.36852664238085,-5.690116058339477,-0.29832614962836645,-0.29216960468798064
7,"(2, 'elcajon', 17)","(4, 'donovan')",-6.11532786336282,-12.938253453747159,-0.8091164833826895,-0.36052383197664195
8,"(2, 'elcajon', 19)","(3, 'shafter')",-3.7903038034314935,-7.06296069221477,-0.24488117949589347,-0.3613048799565447
9,"(2, 'elcajon', 19)","(4, 'donovan')",-5.954910220823384,-16.841811637037836,-0.7671041378482609,-0.47906297362515005
10,"(2, 'elcajon', 21)","(3, 'shafter')",-4.477587576835522,-6.654051930026692,-0.3056592865708231,-0.3390491883890894
11,"(2, 'elcajon', 21)","(4, 'donovan')",-4.97731459691835,-8.950037393208373,-0.6732565331292516,-0.2508113049247672
12,"(2, 'shafter', 11)","(3, 'donovan')",-5.450944346429316,-8.804441400354207,-0.47334560694698063,-0.301606076920318
13,"(2, 'shafter', 11)","(4, 'elcajon')",-5.885615432703781,-5.771810898557822,-0.25679339876799256,-0.40195230623447753
14,"(2, 'shafter', 12)","(3, 'donovan')",-5.405825750036673,-8.060972191452944,-0.4702028261302599,-0.27635692571492954
15,"(2, 'shafter', 12)","(4, 'elcajon')",-4.6832904530740604,-6.7017294241574135,-0.1890223568113885,-0.45726162746313403
16,"(2, 'shafter', 13)","(3, 'donovan')",-8.564766211103517,-15.4061379528959,-0.7402324885621763,-0.5243307386272807
17,"(2, 'shafter', 13)","(4, 'elcajon')",-13.225668255804962,-15.81720277182697,-0.6341737277913886,-0.9728199880425448
18,"(3, 'donovan', 11)","(2, 'shafter')",-3.4771331961355956,-6.259045850434092,-0.23781863416280133,-0.19432979710992776
19,"(3, 'donovan', 11)","(4, 'elcajon')",-2.4513451162799647,-3.014239606080475,-0.06412266784380416,-0.22194420149016186
20,"(3, 'donovan', 12)","(2, 'shafter')",-5.253265841850747,-10.493578547904502,-0.3746346413649714,-0.32864959810571887
21,"(3, 'donovan', 12)","(4, 'elcajon')",-4.209170314784009,-3.6872674822979863,-0.15734348990466338,-0.2618464948687662
22,"(3, 'donovan', 13)","(2, 'shafter')",-4.332736957338834,-8.616764843137117,-0.300222308315546,-0.26659439673432006
23,"(3, 'donovan', 13)","(4, 'elcajon')",-11.894805876858033,-9.564862609941756,-0.5456263614553514,-0.599607786620605
24,"(3, 'elcajon', 15)","(2, 'donovan')",-4.849647711408527,-8.82325939864436,-0.49930791487015524,-0.16772341072039276
25,"(3, 'elcajon', 15)","(4, 'shafter')",-4.636948894112766,-8.422693028893892,-0.3959724484092338,-0.43964565939807954
26,"(3, 'elcajon', 18)","(2, 'donovan')",-4.5041867175082775,-7.629282485360128,-0.4794912572345639,-0.14316863446851025
27,"(3, 'elcajon', 18)","(4, 'shafter')",-3.6692363623939404,-4.940094670682212,-0.3238642635377975,-0.2559169724009813
28,"(3, 'elcajon', 20)","(2, 'donovan')",-4.8542727129677985,-7.9720406463239595,-0.5054543200786377,-0.15333981274742053
29,"(3, 'elcajon', 20)","(4, 'shafter')",-3.5050317556587167,-4.961749608216549,-0.30724488325888866,-0.25858528223078303
30,"(3, 'shafter', 17)","(2, 'elcajon')",-6.167509206590829,-7.716520125624996,-0.5854484627985348,-0.14832770566407005
31,"(3, 'shafter', 17)","(4, 'donovan')",-7.749834983053937,-16.29600693338196,-1.0866747378750052,-0.4030539993665485
32,"(3, 'shafter', 19)","(2, 'elcajon')",-4.809956151150243,-8.838615532543864,-0.46766364468129856,-0.18146176248361734
33,"(3, 'shafter', 19)","(4, 'donovan')",-2.9549604555973525,-5.846023869624865,-0.4706957196870895,-0.12213704886527797
34,"(3, 'shafter', 21)","(2, 'elcajon')",-3.469288980744074,-7.909927592631766,-0.3347732015062186,-0.15645734570830472
35,"(3, 'shafter', 21)","(4, 'donovan')",-3.8790512348060586,-7.980199178782138,-0.5863787122345031,-0.1759710133771329
36,"(4, 'donovan', 17)","(2, 'elcajon')",-1.932633612693735,-5.400903670142573,-0.008121178501258486,-0.12679171577435114
37,"(4, 'donovan', 17)","(3, 'shafter')",0.16655985165412002,-3.935772353802455,0.24849902044573208,-0.2970944961135694
38,"(4, 'donovan', 19)","(2, 'elcajon')",-2.4596278514619176,-5.651761576409752,-0.10545073794611431,-0.1364998241890888
39,"(4, 'donovan', 19)","(3, 'shafter')",-1.7858410267201834,-6.028358007799083,0.0478838060634294,-0.3397875822993881
40,"(4, 'donovan', 21)","(2, 'elcajon')",-0.7124971990936189,-5.283121720129738,0.05886830238040208,-0.12687115674978336
