,NO2 CvMAE,NO2 MAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 CvMAE,O3 MAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE,Test
10,0.20892919213590258,2.674233714967499,-0.02458553736742904,13.43846985641863,0.846603298559768,3.66576941531211,3.6658518595844307,0.1882710913036096,4.918525126616546,-0.40386811909731374,46.61433815845481,0.8436615596697434,6.815513823271803,6.827469381729574,"(3, 'elcajon', 15)"
11,0.5143006128291683,5.2672542330737295,1.2751717392641764,85.78116659659571,0.3105383134537021,9.173609081494286,9.26181227388008,0.17241475281615126,7.494757401112181,0.859818628630959,104.8330255050389,0.620112657247329,10.20263383933407,10.2388000031761,"(2, 'donovan', 15)"
12,0.5091830086672953,5.2225935289681455,1.038323000612207,83.74885848036541,0.342913526441859,9.09234534272935,9.151440240768958,0.16772909509579023,7.1789548056972325,-0.08124533745839845,99.78536547379822,0.6399391139574048,9.988932110856998,9.989262509004266,"(2, 'donovan', 18)"
13,0.2369669377857237,3.3330032758221284,0.9274257691397445,20.99879945034351,0.7114253250521647,4.487614160658436,4.582444702377052,0.23627300463554984,4.405633205799326,-0.7867635933107069,34.900229776610736,0.8748693095099189,5.855017756068879,5.907641642534755,"(4, 'shafter', 18)"
14,0.21790019978893557,3.027121582155326,-0.23174085152849802,17.141217566363583,0.8257503582808652,4.133704583177593,4.140195353647408,0.1726946630617128,4.313632219091239,-0.30286286055854533,35.557119078911214,0.8831752268399778,5.955282810108701,5.962979043977198,"(3, 'elcajon', 18)"
15,0.23417027888943326,3.2960223135325184,-0.010469222722503854,20.58401180696051,0.7146750576395837,4.536948556018474,4.536960635377004,0.2580244476755531,4.791368425610961,0.5919472506965475,41.957853247039495,0.8486231119441207,6.450383841295157,6.477488189648785,"(4, 'shafter', 20)"
16,0.5031694971290229,5.177579183131456,1.3264662065794544,85.24621657340721,0.3459967830554054,9.137105886139203,9.232887769999547,0.17306988417389788,7.4153491667811835,-0.36892289987632204,106.00675993092989,0.6196800783545944,10.289346719837924,10.29595842702028,"(2, 'donovan', 20)"
17,0.20338529711509093,2.8437838833524083,-0.867622326053176,14.764324758595688,0.8534928245823286,3.7432013389895777,3.8424373460859043,0.17617450807349663,4.454914522254313,-0.8202639529369853,40.33326342665089,0.8686413296191089,6.297652778909422,6.350847457359599,"(3, 'elcajon', 20)"
18,0.2600254665950611,3.615004049337837,-0.08791520595550487,27.679561632056064,0.6635711132096505,5.260402317492692,5.261136914399402,0.19637796384839998,4.51244838329463,0.3950303511619553,43.65136548943177,0.8924045774287857,6.59509794190592,6.60691800232391,"(3, 'shafter', 19)"
19,0.25903241859929077,3.0269288493390323,0.014123154572164436,18.66590488245866,0.7270748428164693,4.320382554100165,4.320405638647679,0.19892439831677475,7.782738648370732,1.3221905727636065,98.73510609671834,0.7786735243360642,9.848193655926524,9.93655403531417,"(2, 'elcajon', 19)"
20,0.37972408396388413,3.5225468214522015,-0.034103061290497325,20.499578947107203,0.7985785522010505,4.527517718421606,4.527646071316441,0.15216666855293495,4.882283748464381,2.6289070819286593,45.06357139520344,0.7937224310746314,6.176764459941426,6.7129405922593595,"(4, 'donovan', 19)"
21,0.2554844740345388,3.176882010043603,-0.13384809422595015,19.650475805110386,0.7376256790092122,4.4308645376313915,4.432885719834246,0.19767557102792446,7.6344082073206225,2.4045224871683053,95.13406498801069,0.7913223999181253,9.452636491639996,9.753669308932444,"(2, 'elcajon', 21)"
22,0.4971208560519514,4.122910585972147,-1.5733424446998385,28.69237534310098,0.6190476009291168,5.120250861074062,5.3565264251286,0.27581904546759933,9.75488458970271,8.767056505614464,149.5680188891027,0.18936632869093373,8.526824673366976,12.229800443551918,"(4, 'donovan', 21)"
23,0.24095580014244006,3.3060244681793476,0.12898160771605466,22.723128112841014,0.715821300012748,4.765132930960024,4.766878235579446,0.20249412229001457,4.58686099060992,0.34382761736811035,43.18840032521646,0.8876514403353208,6.562787741658449,6.571788213661215,"(3, 'shafter', 21)"
24,0.339905376897161,4.139935670196633,1.5450890683162468,58.033947105704335,0.580310027023812,7.459668035100321,7.618001516520217,0.19258739087945556,5.701634588396433,-0.6906160324849644,60.26399768999502,0.7048344131051343,7.7322084285730375,7.762988966241999,"(3, 'donovan', 13)"
25,0.3227122666055658,4.392018037513424,0.4988659577561426,42.11174721898794,0.5315796120773968,6.470153054069363,6.489356456459141,0.2578538788136623,8.19698096628372,0.8660766568008835,120.66356215950273,0.7799884864503458,10.950501076928806,10.984696725877448,"(2, 'shafter', 13)"
26,0.17262713662234486,3.6533525444038784,1.0708195291270126,26.80469209132786,0.7496970633980117,5.065376354497119,5.177324800640564,0.2636971411921883,4.477961585184876,0.5953398226005264,50.89354070954301,0.8199664478028522,7.109086524084412,7.133970893516668,"(4, 'elcajon', 13)"
