,Test,Model,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(4, 'elcajon')",11,4.171034435035563,0.21565629547682255,0.4499698981708072,29.691557443083386,0.7063482482933037,5.4303853025198565,5.448996003217784
1,"(2, 'shafter')",11,5.032150311413965,0.3748310829233032,0.3911670017052107,51.770364252458194,0.3868263013823016,7.184521739770496,7.195162559140563
2,"(3, 'donovan')",11,5.488627319318661,0.4628442108733133,-0.5651331093319775,72.51621644115667,0.4030937968656329,8.496872425186389,8.515645391933408
3,"(4, 'elcajon')",12,4.544987194409009,0.2349908917324695,-0.7094608708237286,36.6099046501193,0.6379252704769451,6.008874264193691,6.050611923608991
4,"(2, 'shafter')",12,5.590048422644802,0.4158688519770409,1.4820252236907268,59.13703296193233,0.3250894666015769,7.545901814778433,7.6900606604845665
5,"(3, 'donovan')",12,4.735172909892367,0.3991963657520039,-0.05288992666215687,54.09749025216793,0.5562654535544823,7.354909442530606,7.3550996085823295
6,"(4, 'elcajon')",13,5.829573680451553,0.3013239348946519,0.7628538915695556,56.64455493148392,0.4409676663159737,7.487496836166329,7.526257697653191
7,"(2, 'shafter')",13,5.108967389228868,0.3767420990847923,-0.2723751137702134,68.00060467971477,0.21419799837563147,8.241748387151425,8.246247915246956
8,"(3, 'donovan')",13,6.713467735467561,0.5718228648031636,-0.5925401301581467,99.9298790808702,0.1873539247134656,9.978916538132808,9.996493339210014
9,"(4, 'shafter')",15,5.726358415333964,0.4613333326712413,-0.3385524501453465,50.44174712613823,0.2900625002351763,7.094161639308666,7.1022353612182005
10,"(3, 'elcajon')",15,4.381063547034306,0.2761692217468014,0.4945860799847614,36.195984373797614,0.6442656848715811,5.995946045728108,6.016309863512485
11,"(2, 'donovan')",15,6.4315968688745295,0.6054940817755059,0.22573285950794764,138.3688742538215,-0.0490505906443619,11.760863868354265,11.763029977595973
12,"(4, 'donovan')",17,9.630536425438192,1.2642975634550238,-7.4477981747020365,155.04561014539854,-1.3257634820750348,9.97877309564174,12.451731210775414
13,"(2, 'elcajon')",17,4.412044343015336,0.3919063382503763,0.5600987652080651,35.450578382250406,0.4515670065400982,5.927635933107176,5.954038829420782
14,"(3, 'shafter')",17,5.397632913047652,0.3943332936954752,-0.11824329241503195,59.95156788932079,0.29499245647358463,7.74193686444936,7.742839781974103
15,"(4, 'shafter')",18,4.5084087245842435,0.3652824711139867,-0.6866803462671454,37.98583567247185,0.4566084727669231,6.1248923071775065,6.163265017218702
16,"(3, 'elcajon')",18,4.291215699595095,0.2690720794938841,0.5175812637243467,33.139787245194285,0.6788792407218611,5.73340185933581,5.756716707047019
17,"(2, 'donovan')",18,6.072368378901103,0.5841546336047061,1.7581749594993614,106.6635630538762,0.17792174223450674,10.177051825831748,10.327805335785344
18,"(4, 'donovan')",19,5.447037061745857,0.7201382719955209,-3.145163346202743,42.708159777859976,0.3690156990344615,5.728534481310454,6.535148030294338
19,"(2, 'elcajon')",19,3.2013820930558343,0.2844310575945033,-0.12374309479710813,19.82926518612506,0.6928092869783313,4.451286649117876,4.4530063087901715
20,"(3, 'shafter')",19,4.588977412237428,0.32979364270652634,0.09108149807443512,45.9776725526355,0.4689853622923403,6.7800720286250895,6.780683782085365
21,"(4, 'shafter')",20,5.226616285339637,0.42369523847379065,-0.9585390721302736,47.54911711752328,0.3195568304270152,6.828639686256975,6.895586785584188
22,"(3, 'elcajon')",20,4.772892346789368,0.2991694362665985,1.4779669595441818,46.162902328636854,0.5528112676294571,6.631629965184484,6.794328688592925
23,"(2, 'donovan')",20,6.318026213290679,0.6084783465853768,0.4130925006250009,123.4355262571263,0.050817920438500974,11.102471834823707,11.110154195920341
24,"(4, 'donovan')",21,11.520319142528178,1.5123883840624095,-10.369861526503858,189.90099329572013,-1.8486120632682088,9.075624783829248,13.780456933488097
25,"(2, 'elcajon')",21,4.225779050862242,0.37628289803084397,1.305182321942131,35.6643466711613,0.4468637520535788,5.827593480816192,5.971963384948144
26,"(3, 'shafter')",21,5.260225333989501,0.3842947482623942,-0.35695794028218314,50.68033537112176,0.4040186103047013,7.110057411863184,7.119012246872579
