,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,11,"(1, 'elcajon')",-0.37080822016688986,-0.586041162622501,-0.06652245160673823,-0.015533344447666582
1,11,"(3, 'donovan')",-0.6953942522154595,-0.7736927016985852,-0.057000406394034225,-0.026083865786336362
2,11,"(2, 'shafter')",-0.46340445876743785,-0.7258119989404905,-0.03372260225682245,-0.023091737898331403
3,17,"(3, 'shafter')",-0.5011184879905017,-0.6522646878972963,-0.036609180290587386,-0.029136824788042658
4,17,"(2, 'elcajon')",-0.42776148572983924,-0.6830096392812763,-0.038068735648813,-0.01734159693732681
5,18,"(2, 'donovan')",-0.8639358117816089,-0.9525530890804599,-0.08046133556648921,-0.02264561788742348
6,18,"(3, 'elcajon')",-0.5596696119851979,-0.7037887268715995,-0.03503557698754635,-0.031172956662102038
7,18,"(1, 'shafter')",-0.34592229539040487,-0.4981859830667914,-0.06484511371189228,-0.015601673551596987
8,13,"(1, 'elcajon')",-0.39126051147421975,-0.6580372210746757,-0.07099471493696854,-0.017426245341605084
9,13,"(3, 'donovan')",-0.7700445804805706,-0.8777615394716544,-0.06381081416216083,-0.029499276346173192
10,13,"(2, 'shafter')",-0.5037733181843502,-0.7267746423337189,-0.03753515255675195,-0.022681128365886937
11,12,"(1, 'elcajon')",-0.40071142678019844,-0.6148456261658569,-0.0724583043564173,-0.016286705356583456
12,12,"(3, 'donovan')",-0.7188041010878634,-0.8531103934873497,-0.05905739432827945,-0.028671567791585778
13,12,"(2, 'shafter')",-0.5403706797429827,-0.7579126902265814,-0.040323952104205384,-0.02417047577461259
14,20,"(2, 'donovan')",-0.7727568247126437,-0.9364355842911882,-0.07193775122080127,-0.022254759941329298
15,20,"(3, 'elcajon')",-0.5154456903159215,-0.6132240519894404,-0.03236865022304445,-0.027042012890093
16,15,"(2, 'donovan')",-0.760416636448201,-0.8372520019915515,-0.07110439880638625,-0.019430168689532436
17,15,"(3, 'elcajon')",-0.4969956807741217,-0.654632870932885,-0.030934250232633263,-0.029241022677211997
18,15,"(1, 'shafter')",-0.3923349437095124,-0.5794236761490779,-0.057868106442631795,-0.01805565011910134
19,19,"(2, 'elcajon')",-0.5139785714285714,-0.782942279000373,-0.04451025557052511,-0.01995196734171683
20,19,"(3, 'shafter')",-0.579796776416799,-0.6486509115601542,-0.04235702102832217,-0.028983605446187093
21,19,"(1, 'donovan')",-0.3038791265967248,-0.41072489291640246,-0.07073096500247195,-0.01050334977299925
22,21,"(2, 'elcajon')",-0.5163689668034315,-0.8191039817232377,-0.04471778516937892,-0.020899863154047665
23,21,"(3, 'shafter')",-0.5474221824279119,-0.6786090171367241,-0.03999189467370252,-0.030324314458264234
24,21,"(1, 'donovan')",-0.32312217261807763,-0.46908419319259864,-0.07538200159073896,-0.012057520178074488
