,Model,Testing Location,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(2, 'donovan', 15)","(3, 'elcajon')",1.7853379965026233,0.041527932409032284,-0.03305221084186776,8.666631890082439,0.9710031666593184,2.9437288328650286,2.9439143822608766
1,"(2, 'donovan', 15)","(4, 'shafter')",1.7853379965026233,0.041527932409032284,-0.03305221084186776,8.666631890082439,0.9710031666593184,2.9437288328650286,2.9439143822608766
2,"(2, 'donovan', 18)","(3, 'elcajon')",1.6959458812260535,0.039883934404072716,-0.0005081417624513449,7.323451188697318,0.9740446845920682,2.706187526851986,2.706187574558962
3,"(2, 'donovan', 18)","(4, 'shafter')",1.6959458812260535,0.039883934404072716,-0.0005081417624513449,7.323451188697318,0.9740446845920682,2.706187526851986,2.706187574558962
4,"(2, 'donovan', 20)","(3, 'elcajon')",1.7620181992337167,0.04157567675991481,0.013300766283525866,7.745178846743298,0.9724293054956964,2.782984357907813,2.7830161420198944
5,"(2, 'donovan', 20)","(4, 'shafter')",1.7620181992337167,0.04157567675991481,0.013300766283525866,7.745178846743298,0.9724293054956964,2.782984357907813,2.7830161420198944
6,"(2, 'elcajon', 17)","(3, 'shafter')",1.3209580302182429,0.034132081473698415,0.043840328296960315,4.24284210408506,0.9899892754835884,2.0593494433193884,2.059816036466621
7,"(2, 'elcajon', 17)","(4, 'donovan')",1.3209580302182429,0.034132081473698415,0.043840328296960315,4.24284210408506,0.9899892754835884,2.0593494433193884,2.059816036466621
8,"(2, 'elcajon', 19)","(3, 'shafter')",1.4528658331778317,0.03767824546800748,-0.04658630341481538,5.2181926030975925,0.9877284708422358,2.283861274121469,2.284336359448317
9,"(2, 'elcajon', 19)","(4, 'donovan')",1.4528658331778317,0.03767824546800748,-0.04658630341481538,5.2181926030975925,0.9877284708422358,2.283861274121469,2.284336359448317
10,"(2, 'elcajon', 21)","(3, 'shafter')",1.4546273778440881,0.037683226962861326,0.023922417008579774,5.3295202327489735,0.9874631174009026,2.308451418313464,2.3085753686524892
11,"(2, 'elcajon', 21)","(4, 'donovan')",1.4546273778440881,0.037683226962861326,0.023922417008579774,5.3295202327489735,0.9874631174009026,2.308451418313464,2.3085753686524892
12,"(2, 'shafter', 11)","(3, 'donovan')",1.3229802224969094,0.041999042525222005,0.0619088469009356,4.562004355437046,0.9916258927545902,2.134987505844576,2.135884911561727
13,"(2, 'shafter', 11)","(4, 'elcajon')",1.3229802224969094,0.041999042525222005,0.0619088469009356,4.562004355437046,0.9916258927545902,2.134987505844576,2.135884911561727
14,"(2, 'shafter', 12)","(3, 'donovan')",1.3486246533648971,0.04280771334307664,0.029100676361176737,5.1979665801217445,0.9901236632967012,2.2797192219124414,2.2799049497998256
15,"(2, 'shafter', 12)","(4, 'elcajon')",1.3486246533648971,0.04280771334307664,0.029100676361176737,5.1979665801217445,0.9901236632967012,2.2797192219124414,2.2799049497998256
16,"(2, 'shafter', 13)","(3, 'donovan')",1.302071848074556,0.041088291565585834,0.02632857394056612,4.273572894355548,0.9920669137439057,2.0670945069226523,2.067262173589878
17,"(2, 'shafter', 13)","(4, 'elcajon')",1.302071848074556,0.041088291565585834,0.02632857394056612,4.273572894355548,0.9920669137439057,2.0670945069226523,2.067262173589878
18,"(3, 'donovan', 11)","(2, 'shafter')",1.4546450023101802,0.04884107920830479,0.02445833975050116,5.189589901124288,0.975063220827422,2.277935839908784,2.278067141487337
19,"(3, 'donovan', 11)","(4, 'elcajon')",1.4546450023101802,0.04884107920830479,0.02445833975050116,5.189589901124288,0.975063220827422,2.277935839908784,2.278067141487337
20,"(3, 'donovan', 12)","(2, 'shafter')",1.5543171107346374,0.05211328704910965,0.03690666872016077,5.8486096426921295,0.9719173935842106,2.4181082565708487,2.4183898864104045
21,"(3, 'donovan', 12)","(4, 'elcajon')",1.5543171107346374,0.05211328704910965,0.03690666872016077,5.8486096426921295,0.9719173935842106,2.4181082565708487,2.4183898864104045
22,"(3, 'donovan', 13)","(2, 'shafter')",1.5801415899010578,0.05310913047092922,-0.009576253838279885,6.7045276008188335,0.9680081903181592,2.589292547430912,2.5893102558053633
23,"(3, 'donovan', 13)","(4, 'elcajon')",1.5801415899010578,0.05310913047092922,-0.009576253838279885,6.7045276008188335,0.9680081903181592,2.589292547430912,2.5893102558053633
24,"(3, 'elcajon', 15)","(2, 'donovan')",1.1963678265622153,0.0532397989379383,0.03131116779012609,3.6625605082893062,0.988089800256282,1.9135255731400416,1.9137817295316897
