,Model,NO2 CvMAE,NO2 MAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 CvMAE,O3 MAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
2,"(2, 'donovan', 15)",0.45431646330825837,4.825778534983111,0.06901783275342119,61.77835226519516,0.5316243101468427,7.859617580732481,7.8599206271561775,0.13541041337953968,5.813875873853778,-0.11582027552188605,63.378191931305864,0.7822252460473696,7.960199595310819,7.961042138520928
0,"(2, 'donovan', 18)",0.5105482783521066,5.307220114367255,1.524506926971917,86.13195576532165,0.3361631085047747,9.15466189917555,9.280730346547175,0.1573867861243348,6.705404518693034,0.6384770414868222,88.22393004854513,0.6966637168382056,9.371033940668552,9.392759448029377
1,"(2, 'donovan', 20)",0.5242683299624553,5.443646548951038,0.5028169283579136,82.14655360545751,0.3683177044377306,9.049515380531686,9.06347359490044,0.16927871688302276,7.218160421112945,1.3682050388663207,99.15654864504613,0.6594142952225268,9.863293751287115,9.957738128965138
6,"(2, 'elcajon', 17)",0.2753242270445313,3.0995740049777774,-0.580832647650158,17.90182005323166,0.7230525083593546,4.1909967176082565,4.231054248438758,0.1534812780007864,5.853905645438444,0.6354993308572313,56.67821451440067,0.8666222339917913,7.5016235006729985,7.528493508956535
7,"(2, 'elcajon', 19)",0.2677567384456162,3.0137061508131016,-0.8151581865577452,17.779205472920943,0.7245683712976447,4.136994393145766,4.216539513975998,0.17267897026851184,6.591971754949907,1.2255457186861316,72.965786147227,0.8282122029028056,8.453627852653522,8.542001296372355
8,"(2, 'elcajon', 21)",0.2493541527060104,2.8003280517526723,0.0343319679965105,16.19231321595469,0.7488652894603891,4.023820887232754,4.023967347774419,0.14286185265730353,5.452196583435279,0.019234274326087746,50.436359114180064,0.8811923353486603,7.101829988413292,7.101856033050801
3,"(2, 'shafter', 11)",0.3099083575468378,4.1605552713946405,-0.30197526746559866,36.77757067055976,0.5644025426541183,6.056928441061298,6.064451390732699,0.21047087628565264,6.640838375245999,-0.2023947172507609,82.97051728525022,0.8438472523569884,9.10656651549002,9.108815361244854
4,"(2, 'shafter', 12)",0.3106170674221802,4.175269293517018,0.4550751249835316,37.382376427202566,0.5733678483595075,6.09715368177937,6.11411288963514,0.2043999017543613,6.463566250717646,-0.7187494566221279,72.8851377405941,0.862394314313071,8.506969905332618,8.537279293814517
5,"(2, 'shafter', 13)",0.3093409576106134,4.194946273391534,-0.29971953345068375,36.10077040929164,0.5828263913031702,6.000911491172135,6.0083916657697705,0.22512413022991645,7.070587233692018,0.7643881785295685,88.46879566796109,0.8337615812505399,9.37467366973118,9.405785223359137
9,"(3, 'donovan', 11)",0.3014504734550788,3.5747434345245876,-0.1729619315424164,38.331984021237965,0.6844761052958291,6.188866470521315,6.191282905928138,0.15723771934824785,4.702822106431048,0.5263538588447889,41.6886036256341,0.8014411326841764,6.435181052847065,6.456671249617259
10,"(3, 'donovan', 12)",0.27952584935132413,3.315669537646338,0.548271854886836,36.8881759376129,0.6974248168892982,6.048766335608674,6.0735636933856965,0.1751788268464262,5.237425333309687,0.0718011240110886,49.22286738218686,0.7655069795987671,7.015533620755286,7.015901038511508
