,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
8,"(2, 'donovan', 15)",5.746563867188763,8.522837196764858,0.5410025664025554,0.1985045661484778
6,"(2, 'donovan', 18)",5.358226086203655,6.638329809728171,0.5154549923277063,0.15581243325050362
7,"(2, 'donovan', 20)",5.385236840894967,7.424566619897482,0.5186429904366825,0.1741193098386392
3,"(2, 'elcajon', 17)",3.1650716647562747,5.865090727239011,0.2811421531604363,0.1537745353153507
4,"(2, 'elcajon', 19)",3.2072921736734044,6.5067072142813425,0.28495614658159135,0.1704454362622398
5,"(2, 'elcajon', 21)",2.834729601791304,5.623927785262204,0.25241742572371545,0.14736166062948816
0,"(2, 'shafter', 11)",4.192441862824745,6.422542950070471,0.31228350233719954,0.20355234780631085
1,"(2, 'shafter', 12)",4.190258479991151,6.587533146487688,0.31173218044084716,0.20832015573386914
2,"(2, 'shafter', 13)",4.136562415846457,7.187661358828505,0.3050356537461617,0.22885171461897244
15,"(3, 'donovan', 11)",3.5443750439864883,4.710693610962554,0.2988895719880351,0.15750090119786128
16,"(3, 'donovan', 12)",3.301959494393194,5.015857503709768,0.2783700310644092,0.16776793504633344
17,"(3, 'donovan', 13)",3.745022568591451,5.308644212422025,0.31898411049343056,0.17844335722219573
14,"(3, 'elcajon', 15)",2.4416911391337908,3.7969918365881203,0.15391695062198096,0.16835795569138962
12,"(3, 'elcajon', 18)",2.999336092063641,3.652409069102202,0.18806735803767058,0.16226000079825836
13,"(3, 'elcajon', 20)",2.5190182533335603,3.8070887359957086,0.1578944623173858,0.1692169457003305
9,"(3, 'shafter', 17)",3.2284721348810876,4.1652726976645065,0.2358615472857145,0.18265371975141223
10,"(3, 'shafter', 19)",3.4362836796694243,4.396711857457104,0.24695360431914223,0.19219113810886268
11,"(3, 'shafter', 21)",2.84551990784591,4.176551372159203,0.20788431810998426,0.18314830726100717
24,"(4, 'donovan', 17)",4.82804224917616,9.278199746811495,0.633825758217159,0.24959499161113285
25,"(4, 'donovan', 19)",3.7670615780196,7.892853786591742,0.49803318474691277,0.21144067616022091
26,"(4, 'donovan', 21)",4.319051399608512,6.7970932715099925,0.5670054002950924,0.18285017399691603
21,"(4, 'elcajon', 11)",2.7058563402085194,3.2291701762282154,0.13990173505169515,0.1818303870990185
22,"(4, 'elcajon', 12)",3.478633240119196,3.905858492753888,0.17985686034746098,0.2199338291055851
23,"(4, 'elcajon', 13)",3.2465533870486434,4.249908223705388,0.16781059731889034,0.23960843051865247
20,"(4, 'shafter', 15)",3.208320958761133,4.106265044767481,0.2584723646045058,0.2079844730667415
18,"(4, 'shafter', 18)",2.7899942770619686,3.2097191732784203,0.2260522650401571,0.16020343820102328
19,"(4, 'shafter', 20)",2.840730553414599,3.3978916616333943,0.2302835990935152,0.16935375675921635
