,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
29,"(1, 'donovan', 19)","(2, 'elcajon')",-2.728337682910444,-4.687356459309702,0.11679061350357034,-0.12015630146534335
30,"(1, 'donovan', 19)","(3, 'shafter')",-4.396678508988096,-7.161454979297656,0.07132144161138243,-0.39041386408267853
9,"(1, 'donovan', 21)","(2, 'elcajon')",-4.181275909024492,-5.373075052383729,-0.05318333276836096,-0.1380354737611975
10,"(1, 'donovan', 21)","(3, 'shafter')",-4.739612568059632,-7.011871437248297,-0.0001748359072476502,-0.3771551055547266
15,"(1, 'elcajon', 11)","(2, 'shafter')",-3.5953842962508844,-3.566290868317523,-0.11364365389051279,-0.1361076368290344
16,"(1, 'elcajon', 11)","(3, 'donovan')",-5.851793576665182,-5.462940643907885,-0.34765014803070754,-0.21422474359378754
4,"(1, 'elcajon', 12)","(2, 'shafter')",-3.85897056525793,-6.417591688770616,-0.09530591047486342,-0.2217709900886764
5,"(1, 'elcajon', 12)","(3, 'donovan')",-5.203274761704876,-5.538624268560274,-0.25602638223367663,-0.20985237596576461
17,"(1, 'elcajon', 13)","(2, 'shafter')",-4.1099525164818145,-8.182967835246728,-0.12970758754843054,-0.2746036025810299
18,"(1, 'elcajon', 13)","(3, 'donovan')",-7.8420354506982095,-22.39874059678216,-0.49925404770632487,-0.775797523432068
0,"(1, 'shafter', 15)","(2, 'donovan')",-4.908313394966271,-9.65707642316261,-0.34215682752515725,-0.19486276801524643
1,"(1, 'shafter', 15)","(3, 'elcajon')",-6.103116552945295,-4.574011558458447,-0.19482153141907993,-0.25852241541237136
11,"(1, 'shafter', 18)","(2, 'donovan')",-4.152112935709933,-13.06892322627166,-0.1951789037729506,-0.27696780046076097
12,"(1, 'shafter', 18)","(3, 'elcajon')",-2.7869999111582517,-5.752602426628985,0.09843955314845765,-0.3172697279834218
25,"(2, 'donovan', 15)","(1, 'shafter')",0.5070639384055822,-7.059169325384793,-0.23700781095601098,-0.26628129490184554
26,"(2, 'donovan', 15)","(3, 'elcajon')",1.4954654876676603,-4.891213602819982,0.2744168737301629,-0.3583331156583727
40,"(2, 'donovan', 18)","(1, 'shafter')",0.43161492895560283,-5.894816879602721,-0.3772262784929242,-0.22388214351478908
41,"(2, 'donovan', 18)","(3, 'elcajon')",0.5455357468174977,-4.368215741276978,0.20423814704532728,-0.3238360301358906
8,"(2, 'donovan', 20)","(3, 'elcajon')",0.30843982977419504,-2.8210120989130605,0.1909070730445092,-0.26494071048593454
24,"(2, 'elcajon', 17)","(3, 'shafter')",-2.0410903810660987,-3.6954151381045657,-0.1085882999548744,-0.25804050364403647
2,"(2, 'elcajon', 19)","(1, 'donovan')",0.05424238823804073,-2.413879298389557,-0.4441126959700713,-0.06540901332046503
3,"(2, 'elcajon', 19)","(3, 'shafter')",-3.190441788113361,-11.725832355598065,-0.18721030365956465,-0.643411249402642
6,"(2, 'elcajon', 21)","(1, 'donovan')",0.04809686119848822,0.09028549890130844,-0.39822348874871627,0.0006572939888863649
7,"(2, 'elcajon', 21)","(3, 'shafter')",-2.547236140545429,-2.7253580174760286,-0.14497285481664327,-0.22094077015959512
36,"(2, 'shafter', 11)","(1, 'elcajon')",0.34281960793193855,-2.2997499874265026,-0.3646755704501359,-0.02931714848686065
37,"(2, 'shafter', 11)","(3, 'donovan')",-1.23371367732716,-3.4939274668843145,-0.13877167031023852,-0.12819586999857352
38,"(2, 'shafter', 12)","(1, 'elcajon')",-3.5629393507673477,-0.8866836508274236,-1.1003667919676068,0.009663709965518158
39,"(2, 'shafter', 12)","(3, 'donovan')",-2.7638264892697064,-3.885493545488635,-0.2652264850565033,-0.1414423039311852
20,"(2, 'shafter', 13)","(1, 'elcajon')",0.28758488127358817,-2.9608352580158392,-0.37450435377992414,-0.045412396293043555
21,"(2, 'shafter', 13)","(3, 'donovan')",-2.679794426207889,-7.75142211197085,-0.26329086368776716,-0.27375647605990916
42,"(3, 'donovan', 11)","(1, 'elcajon')",-1.3017608054754426,-2.335309350952076,-0.5882267815498675,-0.028437429171580236
43,"(3, 'donovan', 11)","(2, 'shafter')",-1.1997271333814243,-3.5518798101711067,-0.05626976958971702,-0.10420041787005799
27,"(3, 'donovan', 12)","(1, 'elcajon')",-0.6234013187570033,-7.014596655218482,-0.43860084306321895,-0.15148754341495366
28,"(3, 'donovan', 12)","(2, 'shafter')",-2.2221141647926452,-5.040027956609268,-0.13762560068799407,-0.15139912650131768
22,"(3, 'donovan', 13)","(1, 'elcajon')",0.7424499973724523,-1.3529244774937963,-0.2306576835190146,0.004297734920183094
23,"(3, 'donovan', 13)","(2, 'shafter')",-1.2500240218065222,-4.4907131973200665,-0.05644420804993644,-0.13021590292592988
44,"(3, 'elcajon', 15)","(1, 'shafter')",-1.531187945875622,-5.126016531865437,-0.4238171095587453,-0.09995333079414562
45,"(3, 'elcajon', 15)","(2, 'donovan')",-3.1286060273965406,-5.10525010757844,-0.366202174453224,-0.03007610326644658
31,"(3, 'elcajon', 18)","(1, 'shafter')",-0.8959504541231871,-3.7442508102903536,-0.46356624909834643,-0.07002294199469802
32,"(3, 'elcajon', 18)","(2, 'donovan')",-3.3273259279422693,-4.778245770678545,-0.39761590220650955,-0.04583985605365817
19,"(3, 'elcajon', 20)","(2, 'donovan')",-3.917436179619014,-4.807165216044536,-0.44777968686547065,-0.03409829547560164
33,"(3, 'shafter', 17)","(2, 'elcajon')",-1.8822230458725633,-5.561200156567219,-0.2227962729334233,-0.06161435494667586
13,"(3, 'shafter', 19)","(1, 'donovan')",-0.6592696053330571,-7.7334271081958565,-0.7923726467650583,-0.11815920031822649
14,"(3, 'shafter', 19)","(2, 'elcajon')",-0.6649336730622211,-4.058929232034556,-0.11655612510592311,-0.019081124414133177
34,"(3, 'shafter', 21)","(1, 'donovan')",0.5781895942425592,-0.6944857311493786,-0.3610877970738717,0.064403575357324
35,"(3, 'shafter', 21)","(2, 'elcajon')",-0.8541376005546106,-3.634812126194052,-0.12051119528796611,-0.0101177715253149
