,Benchmark,Board,Calibration,Model,NO2 CvMAE,NO2 MAE,O3 CvMAE,O3 MAE,NO2 MAE Improvement,NO2 CvMAE Improvement,O3 MAE Improvement,O3 CvMAE Improvement
9,Level 2,,Split-NN,"(3, 'donovan', 11)",0.34554105194075585,4.157136117881423,0.20288889387460726,6.042686203558639,0.6535397321582481,0.05432220647375069,2.047384053972162,0.06874285244239406
14,Level 1,,Split-NN,"(3, 'elcajon', 20)",0.33845659127933736,5.394601998768799,0.4631412907565884,10.460998611839106,6.335241239205256,0.3974721685201362,2.2353510891411013,0.09896601912816294
26,Level 1,,Split-NN,"(4, 'shafter', 20)",0.3728510269711285,4.627902635990383,0.4364569318424804,8.706346997776398,3.7693482466329016,0.3036808410443448,2.515927875338404,0.1261257059347189
4,Level 1,,Split-NN,"(2, 'elcajon', 19)",0.4067201520596212,4.574634052163787,0.2615526843800863,10.085420751197944,0.08379095129391967,0.007449660030262817,-0.9785717962913445,-0.0253780270047973
16,Level 1,,Split-NN,"(3, 'shafter', 19)",0.3886546325539295,5.4495108891258095,0.4141470533442388,9.40942734600926,-0.4892937708701268,-0.03489602912949891,-0.7965770429110304,-0.0350605858307827
2,Level 2,,Split-NN,"(2, 'donovan', 20)",0.5401760972419203,5.692674775747047,0.19653792018451435,8.329470959773923,0.0955978466975731,0.009071249240134138,0.9274907433695496,0.021884595380975758
2,Level 1,,Split-NN,"(2, 'donovan', 20)",0.5461032391623807,5.755138278806803,0.20732130753660105,8.786481554537897,1.3391962892597116,0.12707590956278392,1.2441166814263216,0.029355538450790808
26,Level 1,,Split-NN,"(4, 'shafter', 20)",0.3621030230132108,4.494496229006464,0.3047697200099099,6.079479424510709,3.90275465361682,0.3144288450022625,5.142795448604093,0.25781291776728943
13,Level 1,,Split-NN,"(3, 'elcajon', 18)",0.4085869829419671,6.521598825957757,0.3722820716551523,8.392551443551449,1.6833318224138791,0.10546301435664912,2.2137082487093753,0.09819706181281201
25,Level 1,,Split-NN,"(4, 'shafter', 18)",0.5934049426776401,7.3524492405001665,0.3514757247356018,7.048512935079475,0.056696192916492194,0.004575863090944932,0.7954763242410996,0.039666610552868464
3,Level 1,,Split-NN,"(2, 'elcajon', 17)",0.4951049911040557,5.568799824395347,0.3203700375399056,12.398756696270196,4.947675690108051,0.4398827405872281,3.3350373972228216,0.08617364485155776
