,Model,NO2 CvMAE,NO2 MAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 CvMAE,O3 MAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
1,"(2, 'donovan', 15)",0.011965363988604372,0.11155042416319993,-0.09199996073637307,8.418661719421536,-0.07443511213514864,0.4487861004936118,0.41472512831578534,0.002282727079668173,0.08543018391317325,0.05776619868661381,9.539339115430437,-0.047188148677404285,0.3676093670313225,0.3721199580722221
0,"(2, 'elcajon', 21)",-0.0036746892171530265,-0.09068337716481789,-0.18972337567197073,-2.3290581186880175,0.009357019905592123,-0.1751877735059253,-0.19485646646258914,0.00036777504534887817,-0.07623869710918285,0.11682117155397698,-1.4163534713757002,0.0030069074728387157,-0.0649877989818144,-0.07056641060169255
2,"(2, 'shafter', 13)",-0.007538206930991831,-0.07450731122331522,0.015102434083664962,-1.2740364587240904,0.010054978644036372,-0.07894723226248423,-0.08034200067266628,0.0016193162247810644,-0.047395176301513686,-0.35033766061645144,-1.9495188363654563,-0.0009638023194160628,-0.07220426966154214,-0.06851460447987456
4,"(4, 'donovan', 21)",0.15844077814616042,0.8199735904369181,-0.12657328413382896,18.9421782420862,-0.30359520252171324,1.185938402242419,0.9797819349484289,0.023801755134206792,1.1734066704587018,0.4665117969899075,36.9204718620465,-0.3964193442643471,1.2779847157114101,1.238842908314444
3,"(4, 'elcajon', 13)",0.004234481159032244,0.05880880361722696,0.15999545668112702,51.72852618575723,-0.6694341591595281,0.965312140403288,0.9783211621755186,-0.0036289176287611635,-0.016320315173604882,0.1844435305891281,49.65930107822305,-0.17423085448394193,0.6748118965102421,0.5661132007155771
5,"(4, 'shafter', 15)",-0.0015948534550113136,-0.06143163626760728,-0.07457671146207456,0.293843642077249,0.0071188891338014315,0.07410538938808742,0.015931623984378973,-0.0033083933305280144,-0.028601103776107806,0.04667880784458056,-0.7658578658213457,-0.004766481902167996,-0.048054779486225385,-0.03304924664804254
