,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,11,"(2, 'shafter')",0.01762884547090593,-0.02163980239989538,0.004030336989981731,-0.0009754661892928396
1,11,"(3, 'donovan')",-0.07466162728276338,-0.1101452331219459,-0.0025157738519063777,-0.004284222203759236
2,11,"(1, 'elcajon')",-0.09940510360711174,-0.016109990955063047,-0.013029046353899565,-0.0005560448314724104
3,17,"(2, 'elcajon')",-0.09280962972431173,-0.09777831061866937,-0.008466476423963726,-0.0007198624865010633
4,17,"(3, 'shafter')",0.00011129507250506876,-0.001522850472894799,1.088823863978905e-05,-0.001590829344432304
5,18,"(1, 'shafter')",-0.08719642810516559,0.11274242271034751,-0.023332752116359323,0.0026330571028140293
6,18,"(3, 'elcajon')",-0.030933287335115356,-0.06278971894112306,-0.0018015562864225065,-0.0025852876780858014
7,18,"(2, 'donovan')",-0.203092715731497,-0.16706639098831388,-0.012258760804062074,-0.004781384569994496
8,13,"(2, 'shafter')",-0.059812961949040844,-0.12149932647646722,-0.005712103457977569,-0.002164836374947937
9,13,"(3, 'donovan')",-0.10632992443872569,-0.1155575294649589,-0.004944118657271235,-0.0038686956398700234
10,13,"(1, 'elcajon')",-0.0426217521438117,-0.03927451062001808,-0.0034096864025258133,-0.001158502176164991
11,12,"(2, 'shafter')",-0.03779258515795414,-0.055877593845539586,-0.0031946427771526453,-0.0024539983772569884
12,12,"(3, 'donovan')",-0.08339960738574304,-0.06854432340878702,-0.003735333652494982,-0.0026837604574372897
13,12,"(1, 'elcajon')",-0.028212855975084716,0.0858028670126263,-0.000825071501603658,0.002143883108294789
14,20,"(3, 'elcajon')",-0.029946252225853787,-0.03773589210416706,-0.0020196716184331664,-0.001021024237420065
15,20,"(2, 'donovan')",-0.1126777309125071,-0.07826667615048422,-0.003878800558909823,-0.002736378182618404
16,15,"(1, 'shafter')",-0.0038236231329822346,-0.02164648057065488,4.48294425179907e-05,-0.0018159279126698236
17,15,"(3, 'elcajon')",-0.022760496265617824,-0.028346797876061647,-0.0004528044350167737,-0.0018550078575311213
18,15,"(2, 'donovan')",0.0827424177870908,0.013619756291672225,0.009004900199437726,0.000522487901288865
19,19,"(2, 'elcajon')",-0.03572526732400627,-0.05828237617496068,2.7501231426807493e-05,0.00024227559755909955
20,19,"(1, 'donovan')",-0.016524415134859805,-0.00535878167302295,-0.0004813130896954565,0.0005718852531416962
21,19,"(3, 'shafter')",0.00992184614662106,0.04870613741411489,0.0007277405830037054,0.0004510997881370937
22,21,"(2, 'elcajon')",-0.07760662449602318,-0.09207478371274824,-0.003969916808830742,-0.0009011696054273266
23,21,"(1, 'donovan')",-0.0558075203251267,0.00903898559247951,-0.010304759167663768,0.0009445660995018035
24,21,"(3, 'shafter')",0.010589669478624941,0.007962500667424877,0.0007759652904976988,-0.0013200336260433543
