,Model,NO2 CvMAE,NO2 MAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 CvMAE,O3 MAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
2,"(2, 'donovan', 15)",0.001936111201311319,0.006830679444321142,-0.13677914745812192,1.1443066941075841,-0.01777452058257134,0.07779552042668492,0.0619299931524786,0.0019137192646519474,0.07268933866168936,0.2806618334389983,3.471622705965771,-0.02093185223776306,0.12361350783813485,0.17236638043209496
0,"(2, 'donovan', 18)",-0.01780272140076139,-0.22901633251367048,-0.00907851293153493,-6.562160807139421,0.027859598423431775,-0.41355253908497414,-0.4136130863464329,-0.0022335593143456844,-0.08489859284818912,0.06865633885142286,-1.867730186349739,0.012231619501375857,-0.12656775672809228,-0.1271620108294771
1,"(2, 'donovan', 20)",-0.00470742173146621,-0.12937856531234537,-0.06455882367503146,-3.8098276936029265,0.007567620814075582,-0.20691316923822534,-0.2101195271462597,-0.00294616499898806,-0.08037240012509628,0.18366938158584278,-1.8538694302709473,0.01924937103173241,-0.11679259248935203,-0.09168562424075155
3,"(2, 'elcajon', 17)",-0.0064565542094519035,-0.06995765898913131,0.035604944736573385,-1.090963091163914,0.0075313232546573294,-0.12872015894858002,-0.13233512019371751,0.00011504610213286526,-0.07948377121466077,-0.12485258694875623,-1.4374166935979957,0.0037373315574674715,-0.08111180029112308,-0.09556272837174618
4,"(2, 'elcajon', 19)",0.005336320602909561,0.06212367290911125,-0.04911767207811224,0.12062946157956489,-0.013888477398592114,0.0072391313616302355,0.013884853118964813,0.0009645823888383975,-0.028367718846664225,0.13308813620047832,-0.9777923127729338,0.002108611533893967,-0.07080067613510543,-0.057727466540530514
5,"(2, 'elcajon', 21)",-0.005658434067221718,-0.09843321841005848,-0.05404812381010543,-1.3747024437170712,0.00923531774861519,-0.16728548757839823,-0.1720380107444459,-0.00040032594022948453,-0.07763758524057351,-0.05913786102657395,-1.7932968239080225,0.0040552208848169125,-0.12410678232693861,-0.12537657630453225
6,"(2, 'shafter', 11)",0.006118060735693431,0.042574751945480216,0.00269609987788505,1.8748125417415267,-0.02662043819320803,0.15614840489530213,0.1556901351394746,-0.000892022660191838,-0.017305570608250775,-0.012954963125062391,0.33322231590086915,-0.004367432425073092,0.018255278427943722,0.018539298735261056
7,"(2, 'shafter', 12)",-0.0003193743315138553,0.0014258887343299165,-0.04155360930748664,0.5145378903687785,0.004888564806727169,0.04755419644233427,0.04276023923745509,-0.0031487195132685886,-0.07486758697745,0.041897086884306156,-1.6261857835657452,0.0039606158515309575,-0.09172847590866517,-0.0951486090408924
8,"(2, 'shafter', 13)",-0.006870554504443904,-0.07261917548331809,0.0026078618959377575,-2.510038418846193,0.026088979032906745,-0.20260980748098767,-0.202484990478073,-0.001674215252901623,-0.11637176675318717,-0.23104296674462943,-3.726380877543278,0.004893047049142951,-0.1799893948951805,-0.1954965085487732
9,"(3, 'donovan', 11)",-0.0015974923022286647,-0.06940161679806778,-0.0937384247831348,-3.6112635656996943,0.014508043182254626,-0.28912207551536273,-0.2900062630692899,-0.00233781660065574,-0.04987495510537965,-0.0023458618018725175,-1.5073783423291545,0.008959440775903826,-0.11730540941384149,-0.11717501995393054
